"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
252197,7069,"0AK7",2400,75,"GRVL",1,0,"06",,,,,,"24",,,,,
325125,7070,"0AK8",150,150,"GVL",0,0,"H1",,,,,,"H1",,,,,
253648,7071,"0AK9",2000,30,"GRVL",0,0,"17",,,,,,"35",,,,,
265142,7072,"0AL0",90,90,"ASPH",0,0,"H1",,,,,,,,,,,
257351,7073,"0AL1",2640,70,"TURF",0,0,"17",,,,,,"35",,,,,
265143,7074,"0AL2",24,21,"CONC",0,0,"H1",,,,,,,,,,,
265144,7075,"0AL3",24,24,"CONC",0,0,"H1",,,,,,,,,,,
265145,7076,"0AL4",30,30,"CONC",0,0,"H1",,,,,,,,,,,
251222,7077,"0AL5",2200,100,"TURF",0,0,"15",,,,,,"33",,,,,
265146,7078,"0AL6",49,49,"ASPH",0,0,"H1",,,,,,,,,,,
265147,7079,"0AL7",30,30,"CONC",0,0,"H1",,,,,,,,,,,
265148,7080,"0AL8",55,55,"ASPH",0,0,"H1",,,,,,,,,,,
248305,7081,"0AL9",2200,50,"TURF",0,0,"09",,,,,,"27",,,,,
265149,7082,"0AR0",60,60,"ASPH",1,0,"H1",,,,,,,,,,,
254331,7084,"0AR2",2800,60,"TURF-GRVL",0,0,"18",,,,,,"36",,,,,
249878,7085,"0AR3",2000,50,"TURF",0,0,"E",,,,,,"W",,,,,
265150,7086,"0AR4",11,11,"ASPH",0,0,"H1",,,,,,,,,,,
265151,7087,"0AR5",42,42,"CONC",0,0,"H1",,,,,,,,,,,
265152,7088,"0AR6",20,20,"CONC",0,0,"H1",,,,,,,,,,,
251481,7089,"0AR7",2200,50,"TURF",0,0,"18",,,,,,"36",,,,,300
265153,7090,"0AR8",30,30,"CONC",0,0,"H1",,,,,,,,,,,
265154,7091,"0AR9",10,10,"ASPH",0,0,"H1",,,,,,,,,,,
265155,7092,"0AZ0",40,40,"MATS",1,0,"H1",,,,,,,,,,,
255109,7093,"0AZ1",2000,40,"DIRT",0,0,"03",,,,,,"21",,,,,
255110,7093,"0AZ1",3250,50,"DIRT",0,0,"14",,,,,,"32",,,,,
255111,7093,"0AZ1",2500,75,"DIRT",0,0,"16",,,,,,"34",,,,,
240292,7094,"0AZ2",1500,100,"GRVL",0,0,"12",33.77939987182617,-113.64399719238281,,131,,"30",33.77669906616211,-113.63999938964844,,,
240293,7094,"0AZ2",3500,100,"ASPH",0,0,"17",33.782798767089844,-113.64099884033203,,183,,"35",33.77330017089844,-113.64199829101562,,,
248438,7095,"0AZ4",2900,130,"TURF",0,0,"01",,,,,,"19",,,,,
253973,7096,"0AZ5",1400,60,"ASPH-DIRT",0,0,"17",,,,,675,"35",,,,,563
265156,7097,"0AZ6",40,45,"CONC",0,0,"H1",,,,,,,,,,,
265157,7097,"0AZ6",40,45,"CONC",0,0,"H2",,,,,,,,,,,
265158,7097,"0AZ6",40,45,"CONC",0,0,"H3",,,,,,,,,,,
265159,7098,"0AZ7",50,50,"CONC",0,0,"H1",,,,,,,,,,,
255100,7099,"0B2",1730,30,"TURF-F",0,0,"01",44.76150131225586,-68.76709747314453,,348,,"19",44.76620101928711,-68.76850128173828,,168,
254852,7100,"0B7",2575,30,"ASPH-E",0,0,"04",,,,,,"22",,,,,
257597,7101,"0C1",2375,35,"ASPH-TRTD-P",1,0,"02",39.48469924926758,-94.78179931640625,,19,,"20",39.49089813232422,-94.7791976928711,,199,
255168,7102,"0C2",2640,100,"TURF-G",0,0,"09",41.77090072631836,-88.7083969116211,760,,,"27",41.77090072631836,-88.69869995117188,755,,
248990,7103,"0C5",3800,100,"TURF-G",1,0,"18",43.581600189208984,-85.28060150146484,960,180,573,"36",43.57120132446289,-85.28060150146484,960,,
257174,7104,"0C7",3980,200,"TURF-G",1,0,"18",41.52730178833008,-89.13289642333984,727,,300,"36",41.51639938354492,-89.13240051269531,715,,80
246710,7105,"0C8",2831,180,"TURF-G",1,0,"18",41.523399353027344,-88.6051025390625,640,,380,"36",41.51559829711914,-88.6051025390625,640,,250
265160,7107,"0CA0",86,86,"CONC",1,0,"H1",,,,,,,,,,,
312186,7108,"0CA1",2482,30,"asphalt",0,1,"08",34.98870086669922,-120.46199798583984,190,94,,"26",34.98820114135742,-120.4540023803711,190,274,
265161,7109,"0CA2",45,45,"CONC",1,0,"H1",,,,,,,,,,,
252332,7110,"0CA3",2100,20,"ASPH",0,0,"10",,,,,,"28",,,,,
255357,7111,"0CA4",3600,50,"TREATED",0,0,"06",,,,,,"24",,,,,
250486,7112,"0CA5",1400,30,"ASPH",0,0,"11",,,,,,"29",,,,,
249639,7113,"0CA6",2400,40,"ASPH",0,0,"04",,,,,,"22",,,,,
265162,7114,"0CA7",85,85,"CONC",0,0,"H1",,,,,,,,,,,
253880,7115,"0CA8",2250,50,"DIRT",0,0,"12",,,,,,"30",,,,,
241917,7116,"0CA9",3300,60,"ASPH",0,0,"16",35.59939956665039,-120.33899688720703,,173,,"34",35.590301513671875,-120.33799743652344,,,
265163,7117,"0CD0",50,50,"CONC",1,0,"H1",,,,,,,,,,,
265164,7118,"0CD1",45,45,"MATS",1,0,"H1",,,,,,,,,,,
256348,7119,"0CD2",2500,50,"TURF-P",0,0,"08",,,,,,"26",,,,,
256349,7119,"0CD2",5000,100,"TURF-F",0,0,"17",,,,,,"35",,,,,
265165,7121,"0CD4",25,25,"MATS",1,0,"H1",,,,,,,,,,,
257141,7122,"0CD5",4500,70,"GRVL",0,0,"04",,,,,,"22",,,,,
265166,7123,"0CD6",40,40,"CONC",1,0,"H1",,,,,,,,,,,
254880,7124,"0CD7",956,300,"TURF-G",0,0,"06",,,,,,"24",,,,,
265167,7125,"0CD8",50,50,"CONC-G",1,0,"H1",,,,,,,,,,,
265168,7126,"0CD9",50,50,"CONC",0,0,"H1",,,,,,,,,,,
254718,7127,"0CL0",3720,75,"DIRT",0,0,"17",,,,,,"35",,,,,
249754,7128,"0CL1",3360,100,"DIRT",0,0,"07",,,,,,"25",,,,,
249755,7128,"0CL1",2040,100,"DIRT",0,0,"16",,,,,,"34",,,,,
265169,7129,"0CL2",113,55,"CONC",0,0,"H1",,,,,,,,,,,
249475,7130,"0CL3",1800,50,"DIRT",0,0,"05",,,,,,"23",,,,,
249476,7130,"0CL3",2400,50,"DIRT",0,0,"09",,,,,,"27",,,,,
265170,7131,"0CL4",50,50,"CONC",0,0,"H1",,,,,,,,,,,
265171,7132,"0CL5",58,58,"CONC",0,0,"H1",,,,,,,,,,,
252760,7133,"0CL6",1900,70,"DIRT",0,0,"09",,,,,200,"27",,,,,
265172,7134,"0CL7",65,65,"CONC",0,0,"H1",,,,,,,,,,,
254152,7135,"0CL8",3500,80,"TURF",0,0,"06",,,,,,"24",,,,,800
269489,7135,"0CL8",80,80,"SAND",0,0,"H1",,,,,,,,,,,
265173,7136,"0CL9",20,20,"CONC",0,0,"H1",,,,,,,,,,,
265174,7137,"0CO0",100,100,"TURF",0,0,"H1",,,,,,,,,,,
246891,7138,"0CO1",2500,60,"TURF",0,0,"N",,,,,,"S",,,,,
239799,7139,"0CO2",4000,40,"ASPH",1,0,"11",38.854400634765625,-106.93800354003906,8980,121.1,,"29",38.84880065917969,-106.9260025024414,8900,,
252776,7140,"0CO3",4200,30,"DIRT",0,0,"18",,,,,,"36",,,,,
265175,7141,"0CO4",120,108,"CONC",0,0,"H1",,,,,,,,,,,
257724,7143,"0CO6",4500,150,"TURF",0,0,"02",,,,,,"20",,,,,
257725,7143,"0CO6",4000,150,"TURF",0,0,"10",,,,,,"28",,,,,
265176,7144,"0CO7",152,64,"ASPH",0,0,"H1",,,,,,,,,,,
256193,7145,"0CO8",2000,30,"DIRT",0,0,"17",,,,,,"35",,,,,
248696,7146,"0CO9",2600,50,"GRVL-DIRT",0,0,"E",,,,,,"W",,,,,
265177,7147,"0CT0",36,36,"CONC",0,0,"H1",,,,,,,,,,,
265178,7148,"0CT1",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
265179,7149,"0CT2",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
265180,7150,"0CT3",60,60,"CONC",0,0,"H1",,,,,,,,,,,
265181,7152,"0CT5",50,50,"CONC",0,0,"H1",,,,,,,,,,,
265182,7153,"0CT6",65,65,"ASPH",0,0,"H1",,,,,,,,,,,
265183,7154,"0CT7",66,48,"CONC",0,0,"H1",,,,,,,,,,,
265184,7155,"0CT8",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
265185,7156,"0CT9",60,75,"CONC",0,0,"H1",,,,,,,,,,,
353510,7157,"0D6",2150,300,"Turf",0,0,"14",,,,,,"32",,,,,
353509,7157,"0D6",2345,300,"Turf",0,0,"18",,,,,,"36",,,,,
246371,7158,"0D7",1955,110,"TURF-G",0,0,"09",40.79059982299805,-83.83260345458984,949,,,"27",40.79059982299805,-83.82550048828125,949,,
248012,7159,"0E9",3270,80,"TURF-F",0,0,"09",,,,,1080,"27",,,,,
248013,7159,"0E9",3000,100,"WATER",0,0,"11W",,,,,,"29W",,,,,
265186,7160,"0FA0",200,150,"TURF",0,0,"H1",,,,,,,,,,,
254114,7161,"0FA1",1800,75,"TURF",0,0,"09",,,,,,"27",,,,,
269490,45349,"0FA2",50,50,"CONC",1,0,"H2",,,,,,,,,,,
345996,345994,"0FA3",20,20,"CON",0,0,"H1",,,,,,,,,,,
347506,347505,"0FA6",45,45,"Roof/Top",0,0,"H1",,,,,,,,,,,
253990,7162,"0FD0",4000,75,"TURF",0,0,"09",,,,,300,"27",,,,,300
265187,7163,"0FD1",50,40,"ASPH",0,0,"H1",,,,,,,,,,,
265188,7164,"0FD2",48,48,"CONC",0,0,"H1",,,,,,,,,,,
255876,7165,"0FD3",2100,50,"TURF",0,0,"08",,,,,,"26",,,,,
255877,7165,"0FD3",4000,40,"TURF",0,0,"13",,,,,,"31",,,,,
248548,7167,"0FD5",2100,100,"TURF",0,0,"09",,,,,400,"27",,,,,500
253769,7168,"0FD6",3000,100,"WATER",0,0,"02W",,,,,,"20W",,,,,
254659,7169,"0FD9",1975,60,"TURF",0,0,"04",,,,,,"22",,,,,
251374,7170,"0FL0",2300,100,"TURF",0,0,"14",,,,,,"32",,,,,
252392,7171,"0FL1",2575,50,"TURF",0,0,"09",,,,,750,"27",,,,,500
255519,7172,"0FL2",2000,100,"WATER",0,0,"05",,,,,,"23",,,,,
265189,7173,"0FL3",60,60,"CONC",1,0,"H1",,,,,,,,,,,
265190,7174,"0FL4",100,100,"CONC",0,0,"H1",,,,,,,,,,,
257071,7175,"0FL5",2000,100,"WATER",0,0,"ALL",,,,,,"WAY",,,,,
258006,7176,"0FL6",500,60,"TURF",0,0,"18",,,,,,"36",,,,,
265191,7177,"0FL7",35,35,"CONC",0,0,"H1",,,,,,,,,,,
254656,7178,"0FL8",2000,100,"WATER",0,0,"09",,,,,,"27",,,,,
246966,7179,"0FL9",3400,116,"TURF",0,0,"09",,,,,300,"27",,,,,825
246967,7179,"0FL9",2750,100,"TURF",0,0,"17",,,,,200,"35",,,,,410
248718,7180,"0G0",2830,50,"ASPH-F",1,0,"10",43.10329818725586,-78.70860290527344,588,91,,"28",43.10309982299805,-78.6980972290039,588,271,355
258129,7181,"0G5",3000,2000,"WATER",0,0,"03",,,,,,"21",,,,,
258130,7181,"0G5",15000,1500,"WATER",0,0,"09",,,,,,"27",,,,,
255596,7182,"0GA0",2150,50,"TURF",0,0,"01",,,,,,"19",,,,,
248220,7183,"0GA1",2000,75,"TURF",0,0,"13",,,,,,"31",,,,,
251274,7184,"0GA2",2600,60,"TURF",1,0,"08",,,,,,"26",,,,,
251617,7185,"0GA3",2000,100,"TURF",0,0,"18",,,,,,"36",,,,,
265192,7187,"0GA5",100,100,"TURF",0,0,"H1",,,,,,,,,,,
250169,7188,"0GA6",2100,150,"TURF",0,0,"15",,,,,,"33",,,,,
256818,7190,"0GA8",3000,100,"TURF",0,0,"03",,,,,,"21",,,,,
254935,7191,"0GA9",4400,100,"TURF",0,0,"07",,,,,,"25",,,,,
254611,7192,"0GE0",2000,30,"TURF",0,0,"02",,,,,,"20",,,,,
247569,7193,"0GE1",3000,40,"GRVL-TRTD-P",0,0,"04",,,,,,"22",,,,,
247813,7194,"0GE3",2000,50,"TURF",0,0,"06",,,,,,"24",,,,,
247918,7195,"0GE4",1045,80,"TURF",0,0,"09",,,,,,"27",,,,,
247919,7195,"0GE4",1000,80,"TURF",0,0,"18",,,,,,"36",,,,,
248529,7196,"0GE5",2500,200,"TURF",0,0,"N",,,,,,"S",,,,,
254653,7197,"0GE7",3000,90,"TURF",0,0,"01",,,,,,"19",,,,,
246622,7198,"0GE9",2000,100,"TURF",0,0,"03",,,,,,"21",,,,,
254280,7199,"0H7",2680,115,"TURF-G",0,0,"10",40.422298431396484,-91.7114028930664,,,318,"28",40.42110061645508,-91.70189666748047,,,260
254904,7200,"0I2",2941,40,"ASPH-G",1,0,"09",39.47679901123047,-87.10489654541016,645,91,620,"27",39.47669982910156,-87.09449768066406,631,271,442
265193,7201,"0IA0",65,65,"CONC",0,0,"H1",,,,,,,,,,,
265194,7202,"0IA1",42,42,"CONC-G",0,0,"H1",,,,,,,,,,,
265195,7203,"0IA2",60,50,"CONC",0,0,"H1",,,,,,,,,,,
254023,7205,"0IA4",3000,100,"TURF",1,0,"09",,,,,,"27",,,,,
253536,7206,"0IA5",2000,60,"TURF",0,0,"17",,,,,,"35",,,,,
247907,7207,"0IA6",2600,80,"TURF",0,0,"18",,,,,,"36",,,,,
265196,7208,"0IA7",145,145,"CONC",0,0,"H1",,,,,,,,,,,
265197,7208,"0IA7",45,40,"CONC",0,0,"H2",,,,,,,,,,,
250218,7209,"0IA8",1280,70,"TURF",0,0,"18",,,,,,"36",,,,,
265198,7210,"0IA9",50,50,"TURF",0,0,"H1",,,,,,,,,,,
246424,7211,"0ID0",3000,80,"TURF",0,0,"07",,,,,,"25",,,,,
246983,7212,"0ID1",1900,75,"TURF-G",0,0,"10",,,,,,"28",,,,,
239982,7213,"0ID2",6507,75,"ASPH",0,0,"11",44.445899963378906,-113.78500366210938,,110,,"29",44.43980026245117,-113.76100158691406,,,
256790,7214,"0ID3",2640,50,"DIRT",0,0,"07",,,,,,"25",,,,,
252767,7215,"0ID4",3150,80,"TURF",0,0,"04",,,,,,"22",,,,,
258184,7216,"0ID5",1460,40,"TURF-DIRT-F",0,0,"05",,,,,,"23",,,,,
265199,7217,"0ID6",40,40,"CONC",1,0,"H1",,,,,,,,,,,
264065,45394,"0ID7",2600,50,"DIRT",0,0,"02",,,,,,"20",,,,,
264122,45387,"0ID8",800,50,"TURF",0,0,"09",,,,,,"27",,,,,
329281,329280,"0ID9",2308,60,"Turf/Dirt",0,0,"6",46.78444290161133,-116.47555541992188,2803,,,"24",46.786109924316406,-116.47113037109375,2895,,
254034,7218,"0II0",1500,50,"TURF",0,0,"E",,,,,,"W",,,,,
250691,7219,"0II1",1300,60,"TURF",0,0,"09",,,,,,"27",,,,,
256032,7220,"0II2",1300,75,"TURF",0,0,"09",,,,,,"27",,,,,
255594,7221,"0II3",2400,50,"TURF",0,0,"09",,,,,,"27",,,,,
248039,7223,"0II6",3000,100,"TURF",0,0,"06",,,,,,"24",,,,,
256172,7224,"0II7",2500,100,"TURF",0,0,"N",,,,,,"S",,,,,
252391,7225,"0II8",1400,100,"TURF-G",0,0,"01",,,,,,"19",,,,,
251973,7226,"0II9",1600,75,"TURF",0,0,"18",,,,,,"36",,,,,
265200,7227,"0IL0",30,30,"CONC-G",0,0,"H1",,,,,,,,,,,
265201,7228,"0IL1",90,90,"CONC",0,0,"H1",,,,,,,,,,,
269491,45950,"0IL2",1600,100,"TURF-G",0,0,"18",,,,,,"36",,,,,
248137,7229,"0IL3",1800,200,"TURF",0,0,"18",,,,,,"36",,,,,
265202,7230,"0IL4",40,40,"CONC-G",0,0,"H1",,,,,,,,,,,
265203,7231,"0IL6",40,40,"CONC",1,0,"H1",,,,,,,,,,,
265204,7231,"0IL6",40,40,"CONC",1,0,"H2",,,,,,,,,,,
352230,352229,"0IL7",2024,100,"Turf",0,0,"18",39.78569412231445,-88.54672241210938,,,,"36",39.7801399230957,-88.54669189453125,,,
247133,7232,"0IL8",1600,100,"TURF",0,0,"N",,,,,,"S",,,,,
250309,7233,"0IL9",2800,100,"TURF",0,0,"E",,,,,,"W",,,,,
257145,7234,"0IN1",2000,75,"TURF",0,0,"15",,,,,300,"33",,,,,300
248425,7235,"0IN2",1300,60,"TURF",0,0,"09",,,,,,"27",,,,,
248426,7235,"0IN2",2900,60,"TURF",1,0,"18",,,,,,"36",,,,,
247570,7236,"0IN3",2200,50,"TURF",0,0,"E",,,,,,"W",,,,,
257210,7237,"0IN4",2440,30,"ASPH",0,0,"NW",,,,,,"SE",,,,,
252634,7238,"0IN5",1200,150,"TURF",0,0,"09",,,,,,"27",,,,,
265205,7239,"0IN7",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
265206,7240,"0IN8",50,50,"TURF",0,0,"H1",,,,,,,,,,,
254296,7241,"0IN9",2400,100,"TURF",0,0,"E",,,,,,"W",,,,,
265207,7242,"0IS0",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
265208,7243,"0IS2",60,60,"CONC",1,0,"H1",,,,,,,,,,220,
258097,7244,"0IS3",2500,60,"TURF-GRVL",0,0,"18",,,,,,"36",,,,,
257908,7245,"0IS4",2415,60,"TURF",0,0,"18",,,,,,"36",,,,,
265209,7246,"0IS6",100,100,"CONC",0,0,"H1",,,,,,,,,,,
265210,7248,"0IS9",500,500,"TURF",0,0,"H1",,,,,,,,,,,
252204,7249,"0J0",2915,80,"ASPH-G",1,0,"17",31.60409927368164,-85.23880004882812,,,300,"35",31.596200942993164,-85.23750305175781,,,
255915,7250,"0J8",3200,170,"TURF-F",1,0,"18",,,,,,"36",,,,,
345694,345693,"0JY9",50,40,"CON",0,0,"H1",,,,,,,,,,,
251614,7251,"0K6",1575,150,"TURF-G",0,0,"17",,,,,,"35",,,,,
253340,7252,"0KS0",2600,100,"TURF",0,0,"17",,,,,,"35",,,,,
329967,7253,"0KS2",2400,150,"Turf",0,0,"17",,,,,,"35",,,,,
269492,7255,"0KS4",2000,65,"TURF",0,0,"18",,,,,,"36",,,,,
246829,7256,"0KS6",2295,100,"TURF",0,0,"E",,,,,340,"W",,,,,340
254714,7257,"0KS7",2000,75,"TURF",0,0,"18",,,,,,"36",,,,,
255892,7258,"0KS8",1700,60,"TURF",0,0,"17",,,,,,"35",,,,,
251105,7259,"0KS9",3000,150,"TURF",0,0,"05",,,,,,"23",,,,,
248030,7260,"0KY0",2300,70,"TURF",0,0,"13",,,,,,"31",,,,,
241681,7261,"0KY1",3200,75,"ASPH",0,0,"10",36.7661018371582,-86.62370300292969,,98,,"28",36.76499938964844,-86.61289978027344,,,
265211,7262,"0KY2",35,35,"CONC",0,0,"H1",,,,,,,,,,,
265212,7263,"0KY3",30,30,"CONC",0,0,"H1",,,,,,,,,,,
255400,7264,"0KY4",1675,75,"TURF",0,0,"18",,,,,,"36",,,,,
253252,7265,"0KY5",2800,100,"TURF",0,0,"07",,,,,,"25",,,,,
265213,7266,"0KY6",80,20,"ASPH",0,0,"H1",,,,,,,,,,,
249729,7267,"0KY7",2200,60,"TURF",0,0,"N",,,,,,"S",,,,,
256868,7268,"0KY8",2300,60,"TURF",0,0,"12",,,,,,"30",,,,,
251653,7270,"0L4",6100,80,"DIRT-G",0,0,"18",,,,,,"36",,,,,
265214,7272,"0L6",50,50,"CONC-G",1,0,"H1",,,,,,,,,,,
265215,7273,"0LA0",25,25,"CONC",0,0,"H1",,,,,,,,,,,
252055,7274,"0LA1",3000,100,"TURF",0,0,"17",,,,,,"35",,,,,
254510,7276,"0LA3",2700,180,"TURF",0,0,"09",,,,,1000,"27",,,,,
265216,7277,"0LA4",40,40,"CONC",1,0,"H1",,,,,,,,,,,
265217,7278,"0LA5",400,400,"CONC",0,0,"H1",,,,,,,,,,,
265218,7280,"0LA7",750,25,"ASPH",1,0,"H1",,,,,,,,,,,
265219,7281,"0LA8",50,50,"CONC",0,0,"H1",,,,,,,,,,,
257524,7282,"0LA9",2200,100,"TURF",0,0,"17",,,,,,"35",,,,,
253343,7283,"0LL0",2030,70,"TURF",1,0,"09",,,,,,"27",,,,,
246752,7284,"0LL1",2500,120,"TURF",0,0,"18",,,,,,"36",,,,,
247523,7285,"0LL2",2600,75,"TURF",0,0,"E",,,,,,"W",,,,,
254078,7286,"0LL3",2000,100,"TURF",0,0,"06",,,,,,"24",,,,,
254329,7287,"0LL4",2143,100,"TURF",0,0,"09",,,,,,"27",,,,,
249422,7288,"0LL5",2230,70,"TURF",0,0,"E",,,,,,"W",,,,,
249733,7289,"0LL6",2600,70,"TURF",0,0,"E",,,,,,"W",,,,,
265220,7290,"0LL7",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
265221,7291,"0LL9",100,100,"CONC",1,0,"H1",,,,,,,,,,,
257995,7292,"0LS0",3000,144,"TURF",0,0,"02",,,,,,"20",,,,,
265222,7295,"0LS3",100,100,"TURF",0,0,"H1",,,,,,,,,,,
254153,7296,"0LS4",1700,60,"TURF-G",0,0,"04",,,,,,"22",,,,,
257974,7297,"0LS5",650,250,"TURF",0,0,"18",,,,,,"36",,,,,
252663,7299,"0LS7",3000,100,"TURF-G",0,0,"04",,,,,,"22",,,,,
248517,7300,"0LS8",2500,140,"TURF",0,0,"18",,,,,,"36",,,,,
252092,7301,"0LS9",1530,75,"TURF-GRVL-P",0,0,"18",,,,,,"36",,,,,
265223,7302,"0MA1",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
265224,7303,"0MA2",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
265225,7304,"0MA3",1600,1600,"ASPH",0,0,"H1",,,,,,,,,,,
265226,7305,"0MA4",40,40,"CONC",0,0,"H1",,,,,,,,,,,
265227,7306,"0MA5",100,100,"SOD",0,0,"H1",,,,,,,,,,,
265228,7307,"0MA6",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
265229,7309,"0MA9",25,25,"TURF",0,0,"H1",,,,,,,,,,,
265230,7310,"0MD0",79,64,"CONC",0,0,"H1",,,,,,,,,,,
255038,7311,"0MD1",3000,50,"TURF",0,0,"08",,,,,,"26",,,,,
252194,7312,"0MD2",2200,30,"TURF",1,0,"12",,,,,,"30",,,,,
269493,7312,"0MD2",75,75,"TURF",0,0,"H1",,,,,,,,,,,
265231,7313,"0MD3",90,90,"CONC",1,0,"H1",,,,,,,,,,260,
251394,7314,"0MD4",2600,100,"TURF",1,0,"18",,,,,,"36",,,,320,
265232,7315,"0MD5",90,90,"ASPH",0,0,"H1",,,,,,,,,,,
255858,7316,"0MD6",1800,60,"TURF",0,0,"05",,,,,,"23",,,,,
265233,7317,"0MD7",100,100,"TURF",0,0,"H1",,,,,,,,,,,
265234,7319,"0MD9",55,55,"CONC",1,0,"H1",,,,,,,,,,,
264182,45455,"0ME4",2000,110,"TURF",0,0,"16",,,,,,"34",,,,,
345499,345496,"0ME7",4000,400,"Water",0,0,"17W",,,,,,"35W",,,,,
255345,7321,"0MI1",3500,50,"TURF",0,0,"E",,,,,,"W",,,,,
251725,7323,"0MI3",1800,100,"TURF",0,0,"04",,,,,,"22",,,,,
251726,7323,"0MI3",2400,100,"TURF",0,0,"13",,,,,,"31",,,,,
251727,7323,"0MI3",3700,150,"TURF",0,0,"18",,,,,,"36",,,,,
246858,7324,"0MI4",3000,100,"TURF",0,0,"N",,,,,,"S",,,,,
246436,7325,"0MI6",2200,300,"TURF",1,0,"18",,,,,,"36",,,,,
265235,7326,"0MI7",35,35,"CONC",1,0,"H1",,,,,,,,,,,
347760,7327,"0MI8",1600,100,"Torf",0,0,"17",44.894554138183594,-84.30105590820312,1276,170,,"35",44.890567779541016,-84.2999496459961,1273,350,
347758,7327,"0MI8",2800,100,"Turf",0,0,"4",44.89099884033203,-84.30110168457031,1275,36,,"22",44.89720153808594,-84.2947998046875,1276,216,
265236,7328,"0MI9",50,50,"CONC",1,0,"H1",,,,,,,,,,,
252958,7329,"0MN0",5500,700,"WATER",0,0,"09",,,,,,"27",,,,,
257060,7331,"0MN2",11000,3000,"WATER",0,0,"01",,,,,,"19",,,,,
249433,7332,"0MN3",5000,100,"WATER",0,0,"06",,,,,,"24",,,,,
249434,7332,"0MN3",5000,100,"WATER",0,0,"15",,,,,,"33",,,,,
255483,7333,"0MN4",5000,300,"WATER",0,0,"12W",,,,,,"30W",,,,,
249752,7334,"0MN5",2800,60,"TURF",0,0,"N",,,,,,"S",,,,,
247554,7335,"0MN6",2500,150,"TURF",1,0,"E",,,,,,"W",,,,,
265237,7336,"0MN7",120,100,"ASPH",0,0,"H1",,,,,,,,,,,
249756,7337,"0MN8",1650,50,"TURF",0,0,"E",,,,,,"W",,,,,
265238,7338,"0MN9",50,50,"CONC",1,0,"H1",,,,,,,,,,,
247518,7339,"0MO0",1685,120,"TURF",0,0,"12",,,,,,"30",,,,,
249741,7340,"0MO1",2100,50,"TURF",0,0,"08",,,,,,"26",,,,,
255377,7341,"0MO2",1200,40,"TURF",0,0,"01",,,,,,"19",,,,,
269494,7343,"0MO4",18,18,"CONC",0,0,"H1",,,,,,,,,,,
247969,7344,"0MO5",1800,60,"TURF",0,0,"N",,,,,,"S",,,,,
269495,7346,"0MO7",65,65,"CONC",1,0,"H1",,,,,,,,,,,
252453,7347,"0MO8",2600,130,"TURF",0,0,"17",,,,,,"35",,,,,
269496,7348,"0MO9",50,50,"CONC",1,0,"H1",,,,,,,,,,,
240020,7349,"0MS0",3200,100,"ASPH",0,0,"04",32.47159957885742,-88.62000274658203,,40,,"22",32.47840118408203,-88.61329650878906,,310.3,380
256029,7351,"0MS2",2300,75,"TURF",0,0,"18",,,,,,"36",,,,,
265239,7352,"0MS3",30,30,"CONC",0,0,"H1",,,,,,,,,,,
247202,7354,"0MS5",2700,60,"TURF-G",0,0,"18",,,,,,"36",,,,,
265240,7355,"0MS6",240,150,"TURF-G",0,0,"H1",,,,,,,,,,,
249870,7356,"0MS7",2100,60,"TURF-G",0,0,"E",,,,,,"W",,,,,
257696,7357,"0MS8",4000,75,"TURF",0,0,"18",,,,,,"36",,,,,
255413,7358,"0MS9",3200,50,"TURF",1,0,"12",,,,,,"30",,,,,
256524,7359,"0MT1",1500,30,"DIRT",0,0,"03",,,,,,"21",,,,,
269497,7360,"0MT2",30,30,"CONC",0,0,"H1",,,,,,,,,,,
269498,7361,"0MT3",40,40,"TURF",0,0,"H1",,,,,,,,,,,
248174,7362,"0MT4",1000,60,"TURF",0,0,"NE",,,,,,"SW",,,,,
254793,7363,"0MT5",750,40,"TURF",0,0,"17",,,,,,"35",,,,,
257265,7364,"0MT6",2400,50,"TURF",0,0,"08",,,,,,"26",,,,,
255912,7365,"0MT7",3800,50,"TURF",0,0,"14",,,,,,"32",,,,,
269499,7366,"0MT8",100,60,"ASPH-TURF",0,0,"H1",,,,,,,,,,,
247550,7367,"0MT9",1700,52,"TURF",0,0,"12",,,,,,"30",,,,,
247156,7369,"0MU1",2000,75,"TURF",0,0,"09",,,,,,"27",,,,,
269500,7370,"0MU2",20,20,"CONC",0,0,"H1",,,,,,,,,,,
269501,7371,"0MU3",60,60,"CONC",0,0,"H1",,,,,,,,,,,
246575,7372,"0MU4",1700,60,"TURF",0,0,"11",,,,,,"29",,,,,
269502,7373,"0MU5",30,30,"CONC",0,0,"H1",,,,,,,,,,,
269503,7374,"0MU6",60,60,"CONC",0,0,"H1",,,,,,,,,,,
